2459401.8502925 1.1574074074074e-05 0.97877628355233 0.061908683336643              1              1
2459401.8504083 1.1574074074074e-05 0.88449850985574 0.059050326652301              1              1
2459401.850524 1.1574074074074e-05 0.9758536825448 0.060584686198807              1              1
2459401.8506398 1.1574074074074e-05 0.9314329818651 0.065656313998197              1              1
2459401.8507556 1.1574074074074e-05 0.96956782853393 0.06291668612102              1              1
2459401.8508713 1.1574074074074e-05 0.92051477230824 0.061381811074546              1              1
2459401.8509871 1.1574074074074e-05 0.82445626479279 0.065151308926918              1              1
2459401.8511028 1.1574074074074e-05 0.86342132736674 0.059885551563708              1              1
2459401.8512186 1.1574074074074e-05 0.90254672343859 0.0613635686635              1              1
2459401.8513343 1.1574074074074e-05 0.92877291511381 0.065545611742934              1              1
2459401.8514501 1.1574074074074e-05 0.85563823639133 0.063132848128556              1              1
2459401.8515659 1.1574074074074e-05 0.8895213433429 0.062173128244148              1              1
2459401.8516816 1.1574074074074e-05 0.9388735498012 0.060457766464471              1              1
2459401.8517974 1.1574074074074e-05 1.0587332892063 0.069024523005556              1              1
2459401.8519131 1.1574074074074e-05 0.89903793237923 0.065098345316622              1              1
2459401.8520289 1.1574074074074e-05 0.95326254939984 0.071457025604142              1              1
2459401.8521446 1.1574074074074e-05 0.86623027874628 0.061354415103698              1              1
2459401.8522604 1.1574074074074e-05 0.90791672286277 0.064730709224076              1              1
2459401.8523762 1.1574074074074e-05 0.86946031661724 0.062622708232389              1              1
2459401.8524919 1.1574074074074e-05 0.87925773265967 0.058039672993298              1              1
2459401.8526077 1.1574074074074e-05 0.89926403145167 0.061104399604242              1              1
2459401.8527234 1.1574074074074e-05 0.82183790307809 0.064762640116477              1              1
2459401.8528392 1.1574074074074e-05 0.99905687993465 0.063391934006006              1              1
2459401.8529549 1.1574074074074e-05 0.91829205092529 0.06453775093779              1              1
2459401.8530707 1.1574074074074e-05 0.88397384892372 0.061996257534249              1              1
2459401.8531865 1.1574074074074e-05 0.8613104089656 0.066700806081511              1              1
2459401.8533022 1.1574074074074e-05 0.89159555901031 0.062401357780096              1              1
2459401.853418 1.1574074074074e-05 0.9232111012281 0.06813366060724              1              1
2459401.8535337 1.1574074074074e-05 0.85386470813871 0.063360985409587              1              1
2459401.8536495 1.1574074074074e-05 0.97093590275967 0.065606693585005              1              1
2459401.8537652 1.1574074074074e-05 0.86876948377975 0.061102162801745              1              1
2459401.853881 1.1574074074074e-05 0.90833444058468 0.0634755024867              1              1
2459401.8539968 1.1574074074074e-05 0.98634755917054 0.06366234776812              1              1
2459401.8541125 1.1574074074074e-05 0.92686214214362 0.067539450321189              1              1
2459401.8542283 1.1574074074074e-05 0.84925671511037 0.06343083653802              1              1
2459401.854344 1.1574074074074e-05 0.93079443999478 0.062720823284627              1              1
2459401.8545047 1.1574074074074e-05 0.98077630060243 0.06925369257115              1              1
2459401.8546204 1.1574074074074e-05 0.98089722960147 0.063332500721294              1              1
2459401.8547362 1.1574074074074e-05 0.9817362539215 0.065902606911145              1              1
2459401.8548519 1.1574074074074e-05 0.95104955543173 0.070479755960582              1              1
2459401.8549677 1.1574074074074e-05 0.98594839519219 0.065344254787835              1              1
2459401.8550834 1.1574074074074e-05 1.0538828453782 0.067412999333399              1              1
2459401.8551992 1.1574074074074e-05 0.92866145131137 0.073096022174566              1              1
2459401.855315 1.1574074074074e-05 1.0836269926525 0.06879831183573              1              1
2459401.8554307 1.1574074074074e-05 0.93472680831235 0.068291508501445              1              1
2459401.8555465 1.1574074074074e-05 1.0638685255856 0.075383897521533              1              1
2459401.8556622 1.1574074074074e-05 1.003075036153 0.069484395323798              1              1
2459401.855778 1.1574074074074e-05 1.0228135881938 0.068882062476569              1              1
2459401.8558937 1.1574074074074e-05 0.96982097216035 0.069379336608355              1              1
2459401.8560095 1.1574074074074e-05 1.0784165383465 0.067335276540662              1              1
2459401.8561253 1.1574074074074e-05 1.0258788199479 0.065662893883644              1              1
2459401.856241 1.1574074074074e-05 1.078915183354 0.068518980370332              1              1
2459401.8563568 1.1574074074074e-05 1.1023491164251 0.067425854784225              1              1
2459401.8564725 1.1574074074074e-05 1.1122622563209 0.075930881714328              1              1
2459401.8565883 1.1574074074074e-05 1.1777152545248 0.075246502205853              1              1
2459401.856704 1.1574074074074e-05 1.0228923840498 0.080218351440952              1              1
2459401.8568198 1.1574074074074e-05 1.1330332378556 0.07940992544094              1              1
2459401.8569356 1.1574074074074e-05 0.97759332272561 0.068955243299395              1              1
2459401.8570513 1.1574074074074e-05 1.1068906705233 0.074452599533647              1              1
2459401.8571671 1.1574074074074e-05 1.1214549336605 0.069862536599515              1              1
2459401.8572828 1.1574074074074e-05 1.0889834200194 0.070264012118709              1              1
2459401.8573986 1.1574074074074e-05 1.1739952501428 0.078798678862281              1              1
2459401.8575143 1.1574074074074e-05 0.95290222458998 0.069181258382235              1              1
2459401.8576301 1.1574074074074e-05 1.1105031919537 0.066289154068635              1              1
2459401.8577459 1.1574074074074e-05 1.0458436893653 0.068034267222521              1              1
2459401.8578616 1.1574074074074e-05 1.0763193330542 0.072094893085433              1              1
2459401.8579774 1.1574074074074e-05 1.0852326444377 0.07519687935951              1              1
2459401.8580931 1.1574074074074e-05 1.0008911736787 0.062729650029486              1              1
2459401.8582089 1.1574074074074e-05 1.0290290891539 0.06877018437632              1              1
2459401.8583246 1.1574074074074e-05 1.0920907219034 0.072391971759826              1              1
2459401.8584404 1.1574074074074e-05  1.14518380719 0.070949989167404              1              1
2459401.8585562 1.1574074074074e-05 1.0684845666077 0.073569905733808              1              1
2459401.8586719 1.1574074074074e-05 1.0122133389689 0.071869305304191              1              1
2459401.8587877 1.1574074074074e-05 1.0688314357715 0.068561678667025              1              1
2459401.8589034 1.1574074074074e-05 1.1213993880944 0.069924593912936              1              1
2459401.8590192 1.1574074074074e-05 0.95411816137725 0.066294913798373              1              1
2459401.8591349 1.1574074074074e-05 0.9514045719101 0.063981477599872              1              1
2459401.8592507 1.1574074074074e-05 1.062213522759 0.065732624770616              1              1
2459401.8593665 1.1574074074074e-05 1.0651359175182 0.088621324367641              1              1
2459401.8594822 1.1574074074074e-05 0.9965012680101 0.072488144680794              1              1
2459401.859598 1.1574074074074e-05 0.98816226628941 0.065244047069109              1              1
2459401.8597137 1.1574074074074e-05 0.88552385263493 0.066477600948523              1              1
2459401.8598295 1.1574074074074e-05 0.9535924419842 0.069025116441059              1              1
2459401.8599453 1.1574074074074e-05 0.95853790496953 0.064434090284598              1              1
2459401.860061 1.1574074074074e-05 0.92642050313534 0.069406791959195              1              1
2459401.8601768 1.1574074074074e-05 0.95612123200586 0.0743674512937              1              1
2459401.8603369 1.1574074074074e-05 0.99485213258579 0.067592619629566              1              1
2459401.8604526 1.1574074074074e-05 1.0727438302212 0.068236347326132              1              1
2459401.8605684 1.1574074074074e-05 0.96166384815304 0.0708826854781              1              1
2459401.8606842 1.1574074074074e-05 0.95529982917569 0.07114161492635              1              1
2459401.8607999 1.1574074074074e-05 1.0040632342032 0.067062900162138              1              1
2459401.8609157 1.1574074074074e-05 1.0114358992582 0.069646020358347              1              1
2459401.8610314 1.1574074074074e-05 0.92381917017264 0.066915171960465              1              1
2459401.8611472 1.1574074074074e-05 0.94245107384663 0.06962868811097              1              1
2459401.861263 1.1574074074074e-05 0.86453232638038 0.068142644591385              1              1
2459401.8613787 1.1574074074074e-05 0.9855965037411 0.069477885357568              1              1
2459401.8614945 1.1574074074074e-05 0.97845792384472 0.066469543876826              1              1
2459401.8616102 1.1574074074074e-05 0.9842459401204 0.067804568933262              1              1
2459401.861726 1.1574074074074e-05 1.0162479755061 0.068009775001902              1              1
2459401.8618417 1.1574074074074e-05 0.97406026319167 0.070621522176584              1              1
2459401.8619575 1.1574074074074e-05 0.94649844156695 0.076098216741926              1              1
2459401.8620733 1.1574074074074e-05 0.94854334836547 0.072815728309682              1              1
2459401.862189 1.1574074074074e-05 0.85507815122619 0.071091439600015              1              1
2459401.8623048 1.1574074074074e-05 0.88827731336426 0.064157036035989              1              1
2459401.8624205 1.1574074074074e-05 0.88393317850437 0.070740935742545              1              1
2459401.8625363 1.1574074074074e-05 1.0078927003627 0.0722590321245              1              1
2459401.862652 1.1574074074074e-05 0.93701812719431 0.067751948014977              1              1
2459401.8627678 1.1574074074074e-05 0.9331236201892 0.08318793849648              1              1
2459401.8628836 1.1574074074074e-05 1.0241095276667 0.076515155136804              1              1
2459401.8629993 1.1574074074074e-05 0.92230492647478 0.077346220049682              1              1
2459401.8631151 1.1574074074074e-05 0.92475593807371 0.070086765832955              1              1
2459401.8632308 1.1574074074074e-05 1.0148468214179 0.071886739946722              1              1
2459401.8633466 1.1574074074074e-05 0.87210609319379 0.070733795726595              1              1
2459401.8634623 1.1574074074074e-05 0.96350383081493 0.076461834012792              1              1
2459401.8635781 1.1574074074074e-05 0.95019593904787 0.072413872094437              1              1
2459401.8636939 1.1574074074074e-05 0.95484348586115 0.067382522718105              1              1
2459401.8638096 1.1574074074074e-05 0.95794972320757 0.071033000958566              1              1
2459401.8639254 1.1574074074074e-05 1.1123421433386 0.089975515669406              1              1
2459401.8640411 1.1574074074074e-05 0.9590693234568 0.082488760618418              1              1
2459401.8641569 1.1574074074074e-05 1.0593901374245 0.07511925339232              1              1
2459401.8642726 1.1574074074074e-05 0.97625590421381 0.075729800326872              1              1
2459401.8643884 1.1574074074074e-05 0.93159444442951 0.06797041010859              1              1
2459401.8645042 1.1574074074074e-05 1.0103682632567 0.070173349928535              1              1
2459401.8646199 1.1574074074074e-05 0.90938107090386 0.067772013252268              1              1
2459401.8647357 1.1574074074074e-05 0.88985857179531 0.067991589078492              1              1
2459401.8648514 1.1574074074074e-05 1.0372196138833 0.072323872867853              1              1
2459401.8649672 1.1574074074074e-05 0.97762457785918 0.074324805919316              1              1
2459401.8650829 1.1574074074074e-05 1.0380421523011 0.077475233454512              1              1
2459401.8651987 1.1574074074074e-05 0.95165649823433 0.069549890246493              1              1
2459401.8653145 1.1574074074074e-05 1.0611143357527 0.071617909713335              1              1
2459401.8654302 1.1574074074074e-05 0.94947069721346 0.067485847499749              1              1
2459401.865546 1.1574074074074e-05 1.0725431344019 0.075503939064392              1              1
2459401.8656617 1.1574074074074e-05 0.98210055011775 0.074254808194308              1              1
2459401.8657775 1.1574074074074e-05 1.020545081681 0.071023849926434              1              1
2459401.8658932 1.1574074074074e-05 0.95339482315082 0.069700946882766              1              1
2459401.866009 1.1574074074074e-05 1.000626822525 0.068318374227676              1              1
2459401.8661668 1.1574074074074e-05 1.0181143433081 0.070336051351161              1              1
2459401.8662826 1.1574074074074e-05 1.0827883424973 0.065470923034722              1              1
2459401.8663983 1.1574074074074e-05 0.98492803772067 0.076291205706823              1              1
2459401.8665141 1.1574074074074e-05 1.0484557048697 0.069059956608182              1              1
2459401.8666299 1.1574074074074e-05 1.0683546563433 0.069547793314899              1              1
2459401.8667456 1.1574074074074e-05 1.1516410932104 0.076706403123086              1              1
2459401.8668614 1.1574074074074e-05 1.030661878599 0.075668308678337              1              1
2459401.8669771 1.1574074074074e-05 1.019982484025 0.073088955988993              1              1
2459401.8670929 1.1574074074074e-05 1.1145277059727 0.075435145018172              1              1
2459401.8672086 1.1574074074074e-05 1.1614811030489 0.077644799013343              1              1
2459401.8673244 1.1574074074074e-05 1.0724586774761 0.071948687912759              1              1
2459401.8674402 1.1574074074074e-05 1.0874070373313 0.069503064559233              1              1
2459401.8675559 1.1574074074074e-05 1.1525261581815 0.071328274274211              1              1
2459401.8676717 1.1574074074074e-05 1.1132791915762 0.069150443612568              1              1
2459401.8677874 1.1574074074074e-05 1.0849138508125 0.073111932626404              1              1
2459401.8679032 1.1574074074074e-05 1.118309596216 0.068463648519516              1              1
2459401.8680189 1.1574074074074e-05 1.1426353553354 0.074801496201981              1              1
2459401.8681347 1.1574074074074e-05 1.0507684070411 0.068347853831854              1              1
2459401.8682505 1.1574074074074e-05 1.0489189242009 0.066249753336005              1              1
2459401.8683662 1.1574074074074e-05 1.0520071975021 0.066207322137816              1              1
2459401.868482 1.1574074074074e-05 1.0193392619296 0.067075583758477              1              1
2459401.8685977 1.1574074074074e-05 1.0220454036468 0.067736230610817              1              1
2459401.8687135 1.1574074074074e-05 1.1747979480806 0.081085910722663              1              1
2459401.8688292 1.1574074074074e-05 1.1970366636529 0.07092299752907              1              1
2459401.868945 1.1574074074074e-05 0.97864101437123 0.070292611452479              1              1
2459401.8690608 1.1574074074074e-05 1.1557664617912 0.072417488063258              1              1
2459401.8691765 1.1574074074074e-05 1.165937223394 0.073633785972726              1              1
2459401.8692923 1.1574074074074e-05 0.99295306164065 0.082469807707216              1              1
2459401.869408 1.1574074074074e-05 1.0019853312148 0.07830306485295              1              1
2459401.8695238 1.1574074074074e-05 1.1016045285432 0.077658804884244              1              1
2459401.8696395 1.1574074074074e-05 1.0562193359615 0.073129269523689              1              1
2459401.8697553 1.1574074074074e-05 1.1318763183824 0.071554214333887              1              1
2459401.8698711 1.1574074074074e-05 1.0564053359608 0.072742168630642              1              1
2459401.8699868 1.1574074074074e-05 0.93598895561073 0.064290150486394              1              1
2459401.8701026 1.1574074074074e-05 0.957995110615 0.06680223511728              1              1
2459401.8702183 1.1574074074074e-05 1.0544704260525 0.070270471355908              1              1
2459401.8703341 1.1574074074074e-05 1.0795144863498 0.075122494233895              1              1
2459401.8704498 1.1574074074074e-05 1.1541369889419 0.075995101520267              1              1
2459401.8705656 1.1574074074074e-05 1.0345307221106 0.069095885148139              1              1
2459401.8706814 1.1574074074074e-05 0.970951708356 0.074267812145107              1              1
2459401.8707971 1.1574074074074e-05 0.99065714125516 0.070386032305509              1              1
2459401.8709129 1.1574074074074e-05 0.910036468989 0.066134528626319              1              1
2459401.8710286 1.1574074074074e-05 1.0167056577024 0.069797221559589              1              1
2459401.8711444 1.1574074074074e-05 0.95965682897797 0.077318322713865              1              1
2459401.8712602 1.1574074074074e-05 0.98285405138835 0.072230743934052              1              1
2459401.8713759 1.1574074074074e-05 0.89591497262228 0.073905443869515              1              1
2459401.8714917 1.1574074074074e-05 0.97990751371593 0.071258242887246              1              1
2459401.8716074 1.1574074074074e-05 0.9488385598014 0.080761029751756              1              1
2459401.8717232 1.1574074074074e-05 0.88899363380127 0.079431168138069              1              1
2459401.8718389 1.1574074074074e-05 0.91674486796008 0.067922555961369              1              1
2459401.8719973 1.1574074074074e-05 0.93596060309031 0.06977651711523              1              1
2459401.872113 1.1574074074074e-05 0.95738058513983 0.075328532926268              1              1
2459401.8722288 1.1574074074074e-05 0.83092844157405 0.074333645571103              1              1
2459401.8723445 1.1574074074074e-05 0.92074133683914 0.071836896015758              1              1
2459401.8724603 1.1574074074074e-05 0.88107041065569 0.065024418062155              1              1
2459401.872576 1.1574074074074e-05 0.8693640366964 0.076485493291516              1              1
2459401.8726918 1.1574074074074e-05 0.95621390738328 0.073281118367451              1              1
2459401.8728076 1.1574074074074e-05 0.93903586153979 0.071116764777157              1              1
2459401.8729233 1.1574074074074e-05 0.89100749911306 0.066718982589088              1              1
2459401.8730391 1.1574074074074e-05 0.9461498296181 0.065072202862318              1              1
2459401.8731548 1.1574074074074e-05 0.89294637532956 0.069109582611632              1              1
2459401.8732706 1.1574074074074e-05 0.87690585078258 0.072302573754429              1              1
2459401.8733864 1.1574074074074e-05 0.87015849387756 0.066508929468349              1              1
2459401.8735021 1.1574074074074e-05 0.92538836890568 0.068531618634386              1              1
2459401.8736179 1.1574074074074e-05 1.0264118458166 0.077500327629473              1              1
2459401.8737336 1.1574074074074e-05 0.98376436564263 0.07729878871301              1              1
2459401.8738494 1.1574074074074e-05 0.9650580547278 0.068217048268809              1              1
2459401.8739651 1.1574074074074e-05 1.0103748698159 0.070539096345784              1              1
2459401.8740809 1.1574074074074e-05 0.93590785181447 0.074774025035221              1              1
2459401.8741967 1.1574074074074e-05 1.0034596064514 0.076297111196121              1              1
2459401.8743124 1.1574074074074e-05 0.94638649738722 0.069020036274486              1              1
2459401.8744282 1.1574074074074e-05 0.94918576053288 0.068595923486486              1              1
2459401.8745439 1.1574074074074e-05 0.91996539883005 0.067926819175252              1              1
2459401.8746597 1.1574074074074e-05 0.93977421885411 0.070123059634684              1              1
2459401.8747754 1.1574074074074e-05 0.94192125774806 0.071360841788956              1              1
2459401.8748912 1.1574074074074e-05 0.937171194706 0.061661463187347              1              1
2459401.875007 1.1574074074074e-05 0.89723998466485 0.06179861671528              1              1
2459401.8751227 1.1574074074074e-05 0.98388040066874 0.065295230210294              1              1
2459401.8752385 1.1574074074074e-05 0.9158292620936 0.062597227135684              1              1
2459401.8753542 1.1574074074074e-05 0.87834570705979 0.057502173948268              1              1
2459401.87547 1.1574074074074e-05 1.0697020643341 0.066616659979286              1              1
2459401.8755857 1.1574074074074e-05 0.92796159481281 0.064770197732336              1              1
2459401.8757015 1.1574074074074e-05 0.99511659520571 0.067559153987066              1              1
2459401.8758173 1.1574074074074e-05 1.0743414487602 0.069928792501396              1              1
2459401.875933 1.1574074074074e-05 1.0841103401754 0.068718641045535              1              1
2459401.8760488 1.1574074074074e-05 1.0038768027988 0.071360675925485              1              1
2459401.8761645 1.1574074074074e-05 0.90403681189472 0.065706413416437              1              1
2459401.8762803 1.1574074074074e-05 1.0365219290403 0.069032360474084              1              1
2459401.876396 1.1574074074074e-05 1.0217872498979 0.069948133114555              1              1
2459401.8765118 1.1574074074074e-05 1.0921073567571 0.073782442273631              1              1
2459401.8766276 1.1574074074074e-05 1.0839793479798 0.070412690876871              1              1
2459401.8767433 1.1574074074074e-05 1.1175684115701 0.069431022584485              1              1
2459401.8768591 1.1574074074074e-05 1.1068125660502 0.071274362153989              1              1
2459401.8769748 1.1574074074074e-05 1.0436329645997 0.06929105158265              1              1
2459401.8770906 1.1574074074074e-05 1.1548387263444 0.073506630891935              1              1
2459401.8772063 1.1574074074074e-05 1.2030681391869 0.072419296322176              1              1
2459401.8773221 1.1574074074074e-05 1.1063592004202 0.069723242570006              1              1
2459401.8774379 1.1574074074074e-05 1.1957920307121 0.068395915356091              1              1
2459401.8775536 1.1574074074074e-05 1.0140807015595 0.066343671820651              1              1
2459401.8776694 1.1574074074074e-05 1.0780388220371 0.064703405350028              1              1
2459401.8778272 1.1574074074074e-05 1.0341214381981 0.066399678094743              1              1
2459401.877943 1.1574074074074e-05 1.1083343836873 0.072278109571267              1              1
2459401.8780587 1.1574074074074e-05 1.0551766027501 0.069492438888191              1              1
2459401.8781745 1.1574074074074e-05 1.0521816249721 0.073899788341602              1              1
2459401.8782902 1.1574074074074e-05 1.1775079493627 0.079158433828416              1              1
2459401.878406 1.1574074074074e-05 1.0442559062284 0.075804621385169              1              1
2459401.8785217 1.1574074074074e-05 1.1958078872698 0.073532109238713              1              1
2459401.8786375 1.1574074074074e-05 1.0424198980407 0.068138871050527              1              1
2459401.8787533 1.1574074074074e-05 1.013051141552 0.070409156103715              1              1
2459401.878869 1.1574074074074e-05 1.1104253454151 0.075539139143882              1              1
2459401.8789848 1.1574074074074e-05 1.0987193504071 0.066406114585042              1              1
2459401.8791005 1.1574074074074e-05 1.0282060208668 0.06577463195805              1              1
2459401.8792163 1.1574074074074e-05 1.0574306618946 0.076494087339127              1              1
2459401.879332 1.1574074074074e-05 1.1593201358601 0.081307881945966              1              1
2459401.8794478 1.1574074074074e-05 1.0151927246224 0.076139454346679              1              1
2459401.8795636 1.1574074074074e-05 1.0138764956526 0.070863430505546              1              1
2459401.8796793 1.1574074074074e-05 1.0852784763456 0.071275773992176              1              1
2459401.8797951 1.1574074074074e-05 1.0421543599493 0.06629212911632              1              1
2459401.8799108 1.1574074074074e-05 1.0469470946899 0.069265235187333              1              1
2459401.8800266 1.1574074074074e-05 0.96895178877885 0.066831577286039              1              1
2459401.8801423 1.1574074074074e-05 0.98798575372625 0.070899062344031              1              1
2459401.8802581 1.1574074074074e-05 1.0109595445443 0.069921081656635              1              1
2459401.8803739 1.1574074074074e-05 1.0131936408617 0.070020003320464              1              1
2459401.8804896 1.1574074074074e-05 0.99739870550831 0.063284086785945              1              1
2459401.8806054 1.1574074074074e-05 1.0160753232759 0.070888976042503              1              1
2459401.8807211 1.1574074074074e-05 0.97771730140958 0.061146460899254              1              1
2459401.8808369 1.1574074074074e-05 0.99440883104584 0.063000854166449              1              1
2459401.8809526 1.1574074074074e-05 0.98960516808037 0.064962691712876              1              1
2459401.8810684 1.1574074074074e-05 0.89505371057887 0.06742967013478              1              1
2459401.8811842 1.1574074074074e-05 0.94574549115758 0.065703093574074              1              1
2459401.8812999 1.1574074074074e-05 1.0357606026123 0.069566010623217              1              1
2459401.8814157 1.1574074074074e-05 0.97275045086764 0.077917943432887              1              1
2459401.8815314 1.1574074074074e-05 0.98446445971555 0.063869524330658              1              1
2459401.8816472 1.1574074074074e-05 0.94557633408225 0.063884668697899              1              1
2459401.8817629 1.1574074074074e-05 0.99758071862617 0.064681572955141              1              1
2459401.8818787 1.1574074074074e-05 0.80117416392364 0.064340252231345              1              1
2459401.8819945 1.1574074074074e-05 1.0111426557345 0.070752933309266              1              1
2459401.8821102 1.1574074074074e-05 0.87570130794694 0.063710080892003              1              1
2459401.882226 1.1574074074074e-05 0.92197397930201 0.0676887048118              1              1
2459401.8823417 1.1574074074074e-05 0.97154832866773 0.063801952966603              1              1
2459401.8824575 1.1574074074074e-05 0.92781303915187 0.072670238039218              1              1
2459401.8825733 1.1574074074074e-05 0.8827059953564 0.081047286957955              1              1
2459401.882689 1.1574074074074e-05 0.89662772653682 0.068692393039461              1              1
2459401.8828048 1.1574074074074e-05 1.0666237306818 0.068732316774245              1              1
2459401.8829205 1.1574074074074e-05 0.87598389233071 0.065452005673902              1              1
2459401.8830363 1.1574074074074e-05 0.83389094088741 0.06548552065363              1              1
2459401.883152 1.1574074074074e-05 0.95509900835877 0.065596285361553              1              1
2459401.8832678 1.1574074074074e-05 0.90698113495015 0.059875091196151              1              1
2459401.8833836 1.1574074074074e-05 0.92493285418119 0.064892588892472              1              1
2459401.8834993 1.1574074074074e-05 0.90634499998479 0.064966401966584              1              1
2459401.8836601 1.1574074074074e-05 0.95743053728171 0.067473577406438              1              1
2459401.8837759 1.1574074074074e-05 0.86988091921032 0.064041644913163              1              1
2459401.8838916 1.1574074074074e-05 0.89502791655159 0.059157812839121              1              1
2459401.8840074 1.1574074074074e-05 0.98606201406944 0.067674992965608              1              1
2459401.8841232 1.1574074074074e-05 0.95437179233482 0.068139369924302              1              1
2459401.8842389 1.1574074074074e-05 0.85270048416558 0.064112818358314              1              1
2459401.8843547 1.1574074074074e-05 0.81713393313528 0.058898121128871              1              1
2459401.8844704 1.1574074074074e-05 0.94959612945368 0.061670258904215              1              1
2459401.8845862 1.1574074074074e-05 1.0484992326307 0.072781300029              1              1
2459401.884702 1.1574074074074e-05 0.97559416705546 0.064665342274989              1              1
