2459401.842664 1.1574074074074e-05 1.0026483373928 0.039650375984403              1              1
2459401.8427797 1.1574074074074e-05 0.92649950544393 0.039164265624843              1              1
2459401.8428955 1.1574074074074e-05 0.88587489790391 0.038700192484224              1              1
2459401.8430113 1.1574074074074e-05 0.92654787439453 0.038945909958918              1              1
2459401.843127 1.1574074074074e-05 0.94999708094904 0.039953637005673              1              1
2459401.8432428 1.1574074074074e-05 0.94919230346342 0.039314442762679              1              1
2459401.8433585 1.1574074074074e-05 0.94922994406791 0.040322957820256              1              1
2459401.8434743 1.1574074074074e-05 0.93722519330843 0.039494263118402              1              1
2459401.84359 1.1574074074074e-05 0.98166827005823 0.04080741907347              1              1
2459401.8437058 1.1574074074074e-05 0.92283109817728 0.038639933032637              1              1
2459401.8438216 1.1574074074074e-05 0.96211400028768 0.038826401152085              1              1
2459401.8439373 1.1574074074074e-05 0.95364406384556 0.03956854645839              1              1
2459401.8440531 1.1574074074074e-05 0.98650103443191 0.038881051801536              1              1
2459401.8441688 1.1574074074074e-05 1.0197051353392 0.040817814190702              1              1
2459401.8442846 1.1574074074074e-05 1.024845728989 0.039991926167161              1              1
2459401.8444004 1.1574074074074e-05 0.9872604946591 0.042002192703244              1              1
2459401.8445161 1.1574074074074e-05 0.9824647506685 0.042177066083136              1              1
2459401.8446319 1.1574074074074e-05 0.96020105969495 0.042279751622688              1              1
2459401.8447476 1.1574074074074e-05 1.0258331065602 0.042499109889199              1              1
2459401.8448634 1.1574074074074e-05 1.0586064499269 0.043060118916083              1              1
2459401.8449792 1.1574074074074e-05 1.0599809508296 0.043347393682337              1              1
2459401.8450949 1.1574074074074e-05 1.046639062757 0.043335287988184              1              1
2459401.8452107 1.1574074074074e-05 1.075847689992 0.041875285705041              1              1
2459401.8453264 1.1574074074074e-05 1.0627561607089 0.043237066997633              1              1
2459401.8454422 1.1574074074074e-05 1.0333059615321 0.043361469806931              1              1
2459401.845558 1.1574074074074e-05 1.0596860871236 0.043538409356041              1              1
2459401.8456737 1.1574074074074e-05 1.1528350946452 0.043805287615992              1              1
2459401.8457895 1.1574074074074e-05 1.0849401631182 0.042733576020155              1              1
2459401.8459052 1.1574074074074e-05 1.0949386020404 0.042652933708674              1              1
2459401.846021 1.1574074074074e-05 1.0884469876948 0.04248644722791              1              1
2459401.8461368 1.1574074074074e-05 1.0714855539991 0.042546039566737              1              1
2459401.8462525 1.1574074074074e-05 1.050055573805 0.041358626570065              1              1
